Source,Target,t,Type
150,709,734200,Undirected
150,709,734220,Undirected
150,709,734240,Undirected
150,709,734260,Undirected
150,709,734280,Undirected
153,271,734280,Undirected
150,709,734300,Undirected
150,709,734320,Undirected
150,709,734340,Undirected
150,709,734360,Undirected
222,267,734380,Undirected
102,804,734420,Undirected
102,804,734500,Undirected
268,778,734800,Undirected
268,778,734820,Undirected
35,778,735260,Undirected
102,804,735300,Undirected
102,804,735320,Undirected
102,804,735440,Undirected
209,275,735820,Undirected
255,511,736320,Undirected
80,255,736340,Undirected
311,496,736400,Undirected
311,496,736420,Undirected
431,938,736460,Undirected
431,938,736480,Undirected
79,253,736600,Undirected
131,804,736740,Undirected
494,765,736980,Undirected
751,778,737000,Undirected
494,765,737020,Undirected
494,765,737080,Undirected
131,804,737180,Undirected
131,804,737200,Undirected
131,804,737220,Undirected
50,804,737260,Undirected
102,804,737300,Undirected
131,804,737300,Undirected
102,804,737320,Undirected
102,804,737340,Undirected
50,102,737580,Undirected
102,804,737680,Undirected
50,804,737680,Undirected
50,804,737700,Undirected
102,804,737740,Undirected
50,804,737740,Undirected
50,102,737740,Undirected
131,804,737740,Undirected
50,131,737760,Undirected
102,131,737760,Undirected
131,804,737760,Undirected
265,804,737860,Undirected
265,804,737880,Undirected
265,804,737900,Undirected
265,804,737920,Undirected
265,804,737940,Undirected
265,804,737960,Undirected
265,804,737980,Undirected
265,804,738000,Undirected
265,804,738020,Undirected
265,804,738040,Undirected
184,826,738220,Undirected
265,751,738240,Undirected
196,826,738240,Undirected
184,826,738240,Undirected
184,265,738280,Undirected
265,751,738280,Undirected
265,751,738300,Undirected
194,779,738300,Undirected
265,751,738320,Undirected
265,779,738320,Undirected
194,265,738320,Undirected
265,751,738340,Undirected
265,751,738360,Undirected
50,804,738400,Undirected
311,496,738580,Undirected
311,496,738600,Undirected
311,496,738620,Undirected
311,496,738640,Undirected
17,209,738660,Undirected
222,496,738680,Undirected
48,431,738680,Undirected
222,496,738740,Undirected
134,804,738740,Undirected
17,48,738760,Undirected
17,48,738780,Undirected
311,496,738800,Undirected
311,496,738820,Undirected
134,804,738820,Undirected
222,496,738820,Undirected
311,496,738840,Undirected
222,496,738840,Undirected
222,496,738860,Undirected
311,496,738880,Undirected
222,496,738880,Undirected
222,496,738900,Undirected
222,496,738960,Undirected
222,496,738980,Undirected
222,496,739000,Undirected
222,496,739020,Undirected
50,804,739040,Undirected
50,804,739060,Undirected
267,311,739400,Undirected
134,804,739460,Undirected
50,804,739460,Undirected
179,804,739560,Undirected
123,804,739580,Undirected
222,496,739760,Undirected
134,179,739800,Undirected
17,134,739800,Undirected
48,134,739860,Undirected
222,496,739860,Undirected
134,179,739860,Undirected
48,134,739880,Undirected
17,134,739880,Undirected
17,50,739880,Undirected
48,50,739880,Undirected
17,134,739900,Undirected
194,311,740020,Undirected
153,492,740040,Undirected
222,496,740040,Undirected
153,492,740060,Undirected
153,492,740080,Undirected
153,492,740100,Undirected
153,492,740120,Undirected
153,492,740140,Undirected
153,492,740160,Undirected
153,492,740180,Undirected
134,431,740200,Undirected
134,431,740220,Undirected
134,431,740240,Undirected
134,431,740260,Undirected
134,431,740280,Undirected
134,431,740360,Undirected
153,492,740380,Undirected
153,492,740400,Undirected
134,431,740400,Undirected
153,492,740420,Undirected
134,431,740420,Undirected
153,492,740440,Undirected
134,431,740440,Undirected
134,431,740460,Undirected
153,492,740480,Undirected
134,431,740480,Undirected
153,492,740500,Undirected
194,311,740500,Undirected
153,492,740600,Undirected
265,751,740640,Undirected
153,492,740640,Undirected
265,751,740660,Undirected
153,492,740660,Undirected
153,492,740680,Undirected
153,492,740700,Undirected
29,311,740760,Undirected
194,311,740840,Undirected
271,765,740980,Undirected
131,826,740980,Undirected
154,271,741180,Undirected
29,311,741360,Undirected
63,481,741820,Undirected
265,826,741840,Undirected
63,481,741840,Undirected
63,481,741860,Undirected
63,481,741880,Undirected
63,481,741900,Undirected
63,481,741920,Undirected
63,709,742120,Undirected
63,709,742140,Undirected
63,709,742160,Undirected
63,709,742180,Undirected
63,709,742300,Undirected
63,709,742440,Undirected
153,271,742520,Undirected
271,709,742620,Undirected
271,709,742640,Undirected
271,709,742660,Undirected
153,271,742680,Undirected
79,123,743160,Undirected
271,709,743460,Undirected
271,709,743480,Undirected
194,311,743520,Undirected
63,271,743540,Undirected
194,311,743540,Undirected
194,311,743560,Undirected
265,826,743580,Undirected
153,271,743600,Undirected
194,311,743600,Undirected
481,709,743760,Undirected
271,499,743780,Undirected
271,448,743800,Undirected
194,311,743900,Undirected
271,601,744000,Undirected
271,601,744020,Undirected
271,601,744040,Undirected
271,601,744060,Undirected
271,601,744080,Undirected
271,601,744120,Undirected
271,601,744160,Undirected
271,601,744180,Undirected
335,762,744180,Undirected
271,601,744200,Undirected
335,762,744200,Undirected
153,271,744220,Undirected
153,271,744240,Undirected
271,499,744380,Undirected
95,253,744420,Undirected
63,153,744500,Undirected
63,153,744520,Undirected
63,153,744540,Undirected
29,779,744920,Undirected
29,779,744940,Undirected
29,779,744960,Undirected
29,779,745020,Undirected
29,779,745040,Undirected
29,779,745060,Undirected
29,779,745080,Undirected
29,779,745100,Undirected
29,779,745120,Undirected
29,779,745140,Undirected
29,779,745160,Undirected
29,779,745180,Undirected
29,779,745200,Undirected
29,779,745220,Undirected
29,779,745240,Undirected
29,779,745260,Undirected
29,779,745280,Undirected
29,779,745300,Undirected
150,271,745320,Undirected
29,779,745320,Undirected
29,779,745340,Undirected
29,779,745360,Undirected
29,779,745380,Undirected
255,273,745480,Undirected
255,273,745540,Undirected
255,273,745560,Undirected
120,196,745940,Undirected
120,196,745960,Undirected
101,431,746460,Undirected
101,431,746480,Undirected
275,804,746780,Undirected
184,268,746820,Undirected
184,268,746840,Undirected
184,268,746860,Undirected
184,268,746880,Undirected
184,268,746900,Undirected
222,765,746980,Undirected
122,271,747080,Undirected
184,268,747140,Undirected
184,268,747160,Undirected
150,709,747200,Undirected
63,481,747200,Undirected
150,709,747240,Undirected
150,709,747260,Undirected
271,709,747260,Undirected
153,709,747280,Undirected
271,709,747280,Undirected
102,875,747320,Undirected
481,709,747380,Undirected
63,709,747400,Undirected
63,709,747420,Undirected
194,765,747440,Undirected
17,875,747440,Undirected
194,765,747460,Undirected
194,765,747500,Undirected
153,492,747580,Undirected
122,154,747620,Undirected
153,492,747620,Undirected
122,154,747640,Undirected
122,154,747660,Undirected
153,492,747660,Undirected
153,492,747680,Undirected
153,492,747700,Undirected
194,765,747720,Undirected
153,492,747720,Undirected
194,765,747740,Undirected
273,826,747740,Undirected
194,765,747760,Undirected
194,765,747800,Undirected
194,765,747820,Undirected
194,765,747880,Undirected
273,826,747960,Undirected
211,762,748060,Undirected
255,273,748100,Undirected
211,762,748120,Undirected
255,273,748160,Undirected
255,273,748180,Undirected
255,273,748220,Undirected
122,154,748280,Undirected
122,154,748300,Undirected
205,267,748400,Undirected
63,481,748400,Undirected
122,271,748480,Undirected
122,271,748500,Undirected
150,271,748520,Undirected
150,709,748520,Undirected
122,709,748520,Undirected
122,271,748540,Undirected
150,271,748540,Undirected
150,271,748560,Undirected
122,271,748580,Undirected
150,271,748580,Undirected
122,271,748600,Undirected
122,271,748620,Undirected
153,271,748660,Undirected
122,153,748700,Undirected
153,271,748760,Undirected
17,50,748760,Undirected
95,267,748780,Undirected
63,709,748780,Undirected
150,153,748780,Undirected
95,267,748800,Undirected
63,709,748800,Undirected
63,481,748800,Undirected
95,267,748820,Undirected
63,709,748820,Undirected
63,709,748840,Undirected
63,709,748860,Undirected
63,709,748880,Undirected
63,709,748900,Undirected
63,709,748920,Undirected
255,273,748920,Undirected
153,271,748920,Undirected
63,709,748940,Undirected
63,709,748960,Undirected
153,271,749040,Undirected
153,271,749080,Undirected
153,271,749220,Undirected
150,153,749240,Undirected
184,268,749240,Undirected
153,271,749240,Undirected
153,271,749260,Undirected
153,271,749280,Undirected
153,271,749480,Undirected
122,153,749480,Undirected
153,271,749500,Undirected
153,271,749520,Undirected
122,153,749520,Undirected
153,271,749560,Undirected
153,271,749580,Undirected
35,826,749740,Undirected
153,271,749760,Undirected
153,271,749780,Undirected
153,271,749800,Undirected
153,271,749820,Undirected
194,311,749840,Undirected
194,311,749920,Undirected
153,271,749960,Undirected
153,271,749980,Undirected
153,271,750120,Undirected
194,311,750140,Undirected
265,826,750200,Undirected
153,271,750200,Undirected
267,496,750200,Undirected
265,826,750220,Undirected
265,826,750240,Undirected
153,271,750240,Undirected
265,826,750260,Undirected
153,271,750300,Undirected
153,271,750320,Undirected
267,496,750400,Undirected
267,496,750420,Undirected
153,271,750440,Undirected
153,271,750580,Undirected
153,271,750600,Undirected
153,271,750620,Undirected
153,271,750660,Undirected
153,271,750680,Undirected
153,271,750700,Undirected
153,271,750760,Undirected
153,271,750780,Undirected
153,271,750820,Undirected
153,271,750840,Undirected
153,271,750860,Undirected
194,765,750960,Undirected
194,765,750980,Undirected
153,271,750980,Undirected
194,765,751000,Undirected
153,271,751000,Undirected
194,765,751020,Undirected
194,765,751040,Undirected
194,765,751060,Undirected
194,765,751120,Undirected
63,154,751180,Undirected
268,804,751180,Undirected
194,765,751200,Undirected
154,481,751200,Undirected
255,268,751280,Undirected
153,271,751280,Undirected
255,268,751300,Undirected
153,271,751300,Undirected
255,268,751320,Undirected
153,271,751320,Undirected
255,268,751340,Undirected
153,271,751340,Undirected
255,268,751360,Undirected
153,271,751400,Undirected
153,271,751480,Undirected
154,481,751500,Undirected
153,271,751500,Undirected
153,271,751520,Undirected
153,271,751540,Undirected
48,209,751720,Undirected
63,154,751780,Undirected
63,154,751800,Undirected
63,154,751820,Undirected
63,154,751840,Undirected
63,154,751860,Undirected
48,209,751880,Undirected
63,154,751900,Undirected
63,153,751900,Undirected
150,153,751900,Undirected
48,209,751920,Undirected
150,271,751920,Undirected
153,271,751920,Undirected
48,209,751940,Undirected
48,209,751960,Undirected
153,271,751960,Undirected
255,273,752120,Undirected
265,826,752140,Undirected
265,826,752160,Undirected
265,826,752180,Undirected
265,826,752200,Undirected
255,273,752200,Undirected
255,273,752260,Undirected
255,273,752280,Undirected
255,273,752400,Undirected
255,273,752420,Undirected
255,273,752440,Undirected
255,826,752460,Undirected
255,273,752460,Undirected
265,826,752500,Undirected
268,273,752620,Undirected
268,273,752640,Undirected
268,273,752680,Undirected
268,273,752700,Undirected
122,154,752800,Undirected
153,603,752800,Undirected
194,311,752860,Undirected
194,311,752920,Undirected
122,154,752960,Undirected
101,134,753000,Undirected
131,255,753220,Undirected
273,778,753480,Undirected
273,778,753500,Undirected
17,102,753520,Undirected
273,778,753520,Undirected
101,102,753520,Undirected
17,102,753540,Undirected
273,778,753540,Undirected
102,335,753540,Undirected
273,778,753560,Undirected
273,778,753580,Undirected
273,778,753600,Undirected
273,778,753620,Undirected
273,778,753640,Undirected
17,335,753640,Undirected
273,778,753660,Undirected
255,273,753680,Undirected
273,778,753680,Undirected
273,778,753720,Undirected
273,778,753820,Undirected
273,778,753840,Undirected
273,778,753860,Undirected
273,778,753880,Undirected
273,778,753900,Undirected
273,778,753920,Undirected
273,778,753940,Undirected
273,778,753960,Undirected
273,778,753980,Undirected
273,778,754000,Undirected
273,778,754020,Undirected
222,267,754020,Undirected
273,778,754040,Undirected
273,778,754060,Undirected
273,778,754080,Undirected
273,778,754100,Undirected
273,778,754120,Undirected
273,778,754140,Undirected
273,778,754160,Undirected
751,778,754380,Undirected
751,778,754400,Undirected
751,778,754420,Undirected
194,311,754420,Undirected
751,778,754440,Undirected
751,778,754660,Undirected
35,778,754660,Undirected
63,122,754780,Undirected
63,122,754800,Undirected
63,481,754840,Undirected
194,311,755140,Undirected
95,603,755260,Undirected
95,603,755300,Undirected
265,826,755320,Undirected
95,603,755320,Undirected
79,804,755320,Undirected
95,603,755340,Undirected
95,603,755360,Undirected
95,603,755400,Undirected
265,826,755440,Undirected
95,603,755460,Undirected
222,267,755460,Undirected
265,826,755500,Undirected
222,267,755500,Undirected
265,826,755540,Undirected
50,134,756040,Undirected
50,134,756060,Undirected
268,778,757460,Undirected
268,778,757880,Undirected
268,778,757960,Undirected
268,778,757980,Undirected
268,778,758000,Undirected
268,778,758020,Undirected
268,778,758040,Undirected
268,778,758060,Undirected
268,778,758080,Undirected
268,778,758160,Undirected
268,778,758180,Undirected
268,778,758380,Undirected
268,778,758720,Undirected
268,778,758740,Undirected
119,804,807140,Undirected
80,211,807900,Undirected
79,123,809620,Undirected
255,273,809840,Undirected
122,154,809920,Undirected
265,826,810180,Undirected
79,123,810180,Undirected
804,875,810180,Undirected
265,826,810200,Undirected
79,123,810200,Undirected
804,875,810200,Undirected
79,123,810220,Undirected
17,335,810220,Undirected
123,273,810240,Undirected
101,875,810300,Undirected
17,875,810300,Undirected
79,123,810300,Undirected
80,875,810320,Undirected
79,123,810320,Undirected
17,875,810320,Undirected
101,875,810400,Undirected
101,875,810420,Undirected
101,875,810440,Undirected
101,875,810460,Undirected
17,804,810460,Undirected
122,533,810480,Undirected
101,875,810480,Undirected
17,804,810480,Undirected
122,533,810500,Undirected
101,875,810500,Undirected
122,533,810520,Undirected
101,875,810520,Undirected
101,875,810540,Undirected
101,875,810560,Undirected
101,875,810580,Undirected
101,875,810600,Undirected
101,875,810620,Undirected
335,875,810640,Undirected
784,804,810640,Undirected
17,804,810640,Undirected
804,875,810640,Undirected
101,209,810640,Undirected
122,533,810660,Undirected
335,804,810660,Undirected
804,875,810660,Undirected
122,533,810680,Undirected
153,271,810680,Undirected
804,875,810680,Undirected
784,804,810700,Undirected
153,271,810700,Undirected
804,875,810700,Undirected
153,271,810720,Undirected
101,804,810740,Undirected
17,804,810740,Undirected
804,875,810740,Undirected
153,271,810740,Undirected
150,154,810760,Undirected
804,875,810760,Undirected
153,271,810760,Undirected
17,804,810760,Undirected
150,154,810780,Undirected
153,271,810780,Undirected
481,751,810780,Undirected
804,875,810780,Undirected
17,804,810780,Undirected
39,113,810780,Undirected
150,154,810800,Undirected
153,271,810800,Undirected
17,804,810800,Undirected
